"Southern Fried Cabbage with Bacon, Mushrooms, and Onions",45,10 servings,"['1 pound bacon', '1 large head cabbage, chopped', '1 large onion, chopped', '1 (8 ounce) package sliced fresh mushrooms', 'salt and ground black pepper to taste']","Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain the bacon slices on paper towels; crumble when cooled. Drain all but 3 tablespoons of bacon drippings from skillet.
Cook and stir cabbage, onion, and mushrooms in the remaining bacon drippings until tender and lightly browned, about 20 minutes. Fold bacon into cabbage mixture. Season with salt and black pepper.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1003056.jpg,allrecipes.com
Roasted Cauliflower Soup,95,6 servings,"['2 heads cauliflower, broken into florets', 'olive oil cooking spray', '¼ cup olive oil', '1 large onion, chopped', '4 cloves garlic, chopped', '6 cups water', 'salt and ground black pepper to taste']","Place the cauliflower florets into a large bowl of lightly salted water; allow to stand for 20 minutes. Drain well, and arrange on a sheet of heavy aluminum foil on a baking sheet. Spray the olive oil cooking spray evenly on the cauliflower.
Preheat the oven's broiler and set the oven rack about 6 inches from the heat source.
Broil the cauliflower until browned, 20 to 30 minutes.
Meanwhile, heat olive oil in a large soup pot, and cook the onion until translucent, about 5 minutes; stir in the garlic and roasted cauliflower. Pour in the water, season with salt and black pepper, and simmer until all the vegetables are tender, about 30 minutes. Blend the soup in the pot with an immersion hand blender until creamy and smooth.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1012540.jpg,allrecipes.com
Refreshing Lentil Salad,115,4 servings,"['4 cups water', 'salt', '1 ¼ cups dry lentils', '2 large cloves garlic, minced', '2 large roma (plum) tomatoes, seeded and chopped', '½ cup chopped red onion', '½ cup chopped green bell pepper', '1 small green chile pepper, seeded and chopped', '1 lemon, juiced', '1 teaspoon lemon zest', '1 small carrot, shredded', '½ cup oil-cured black olives', '¼ cup chopped fresh cilantro', 'salt and ground black pepper to taste', '¼ cup extra-virgin olive oil', '2 large eggs hard-cooked eggs, cut in half lengthwise']","Bring the water and salt to a boil in a saucepan over high heat. Pour the lentils into the water while stirring constantly. Reduce heat to low, cover, and simmer until the lentils are tender but still hold their shape, about 30 minutes. Drain well.
Transfer the lentils to a mixing bowl and stir in the garlic, seeded tomatoes, red onion, green bell pepper, and chile pepper. Add the juice of 1 lemon plus 1 teaspoon of the zest. Mix in the shredded carrot, olives, and cilantro.
Season with salt and black pepper, and drizzle with olive oil; mix well. Refrigerate for at least an hour to allow the flavors to blend.
Before serving, mix the salad again and add more lemon juice or olive oil if needed. Transfer to a serving dish and garnish with sliced eggs.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F691198.jpg,allrecipes.com
Chef John's Creamy Mushroom Soup,95,6 servings,"['¼ cup unsalted butter', '2 pounds sliced fresh mushrooms', '1 pinch salt', '1 yellow onion, diced', '1 ½ tablespoons all-purpose flour', '6 sprigs fresh thyme', '2 cloves garlic, peeled', '4 cups chicken broth', '1 cup water', '1 cup heavy whipping cream', '1 pinch salt and freshly ground black pepper to taste', '1 teaspoon fresh thyme leaves for garnish, or to taste']","Melt butter in a large soup pot over medium-high heat; cook mushrooms in butter with 1 pinch salt until the mushrooms give off their juices; reduce heat to low. Continue to cook, stirring often, until juices evaporate and the mushrooms are golden brown, about 15 minutes. Set aside a few attractive mushroom slices for garnish later, if desired. Mix onion into mushrooms and cook until onion is soft and translucent, about 5 more minutes.
Stir flour into mushroom mixture and cook, stirring often, for 2 minutes to remove raw flour taste. Tie thyme sprigs into a small bundle with kitchen twine and add to mushroom mixture; add garlic cloves. Pour chicken stock and water into mushroom mixture. Bring to a simmer and cook for 1 hour. Remove thyme bundle.
Transfer soup to a blender in small batches and puree on high speed until smooth and thick.
Return soup to pot and stir in cream. Season with salt and black pepper and serve in bowls, garnished with reserved mushroom slices and a few thyme leaves.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1072703.jpg,allrecipes.com
Ukrainian Red Borscht Soup,65,10 servings,"['1 (16 ounce) package pork sausage', '3 medium beets, peeled and shredded', '3 medium (blank)s carrots, peeled and shredded', '3 medium baking potatoes, peeled and cubed', '1 tablespoon vegetable oil', '1 medium onion, chopped', '1 (6 ounce) can tomato paste', '¾ cup water', '½ medium head cabbage, cored and shredded', '1 (8 ounce) can diced tomatoes, drained', '3 cloves garlic, minced', 'salt and pepper to taste', '1 teaspoon white sugar, or to taste', '½ cup sour cream, for topping', '1 tablespoon chopped fresh parsley for garnish']","Crumble the sausage (if using) into a skillet over medium-high heat. Cook and stir until no longer pink. Remove from the heat and set aside.
Fill a large pot halfway with water(about 2 quarts), and bring to a boil. Add the sausage, and cover the pot. Return to a boil. Add the beets, and cook until they have lost their color. Add the carrots and potatoes, and cook until tender, about 15 minutes. Add the cabbage, and the can of diced tomatoes.
Heat the oil in a skillet over medium heat. Add the onion, and cook until tender. Stir in the tomato paste and water until well blended. Transfer to the pot. Add the raw garlic to the soup, cover and turn off the heat. Let stand for 5 minutes. Taste, and season with salt, pepper and sugar.
Ladle into serving bowls, and garnish with sour cream, if desired, and fresh parsley.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1085847.jpg,allrecipes.com
Egg Drop Soup (Better than Restaurant Quality!),10,1 cup,"['1 cup chicken broth', '¼ teaspoon soy sauce', '¼ teaspoon sesame oil', '1 teaspoon cornstarch', '2 teaspoons water', '1 egg, beaten', '1 drop yellow food coloring', '1 teaspoon chopped fresh chives', '⅛ teaspoon salt', '½ teaspoon ground white pepper']","In a small saucepan, combine the chicken broth, soy sauce and sesame oil. Bring to a boil. Stir together the cornstarch and water to dissolve cornstarch; pour into the boiling broth. Stir gently while you pour in the egg and yellow food coloring if using. Season with chives, salt and pepper before serving.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F972459.jpg,allrecipes.com
Homemade Sloppy Joes,70,6 servings,"['1 ½ pounds extra lean ground beef', '½ onion, diced', '2 cloves garlic, minced', '1 green pepper, diced', '1 cup water', '¾ cup ketchup', '1 dash Worcestershire sauce', '2 tablespoons brown sugar', '1 teaspoon Dijon mustard', '1 ½ teaspoons salt, or to taste', '½ teaspoon ground black pepper', '1 cup water', '1 pinch cayenne pepper to taste']","Place ground beef and onion in a large skillet. Turn heat to medium and cook and stir the mixture constantly until the beef is browned and forms small crumbles, about 10 minutes.
Stir in garlic and green bell pepper; cook and stir until softened, 2 to 3 minutes. Add 1 cup water and stir, scraping the pan to dissolve any brown flavor bits from the bottom of the skillet.
Mix in ketchup, Worcestershire sauce, brown sugar, Dijon mustard, salt, and black pepper. Add 1 more cup water and return mixture to a simmer. Reduce heat to low and simmer, stirring occasionally, until the liquid has evaporated and the mixture is thick, about 40 minutes.
Season with salt , black pepper, and cayenne pepper to taste.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3793689.jpg,allrecipes.com
Turkey Carcass Soup,165,12 servings,"['1 turkey carcass', '4 quarts water', '6 small potatoes, diced', '4 large carrots, diced', '2 stalks celery, diced', '1 large onion, diced', '1 ½ cups shredded cabbage', '1 (28 ounce) can whole peeled tomatoes, chopped', '½ cup uncooked barley', '1 tablespoon Worcestershire sauce', '1 ½ teaspoons salt', '1 teaspoon dried parsley', '1 teaspoon dried basil', '1 bay leaf', '¼ teaspoon freshly cracked black pepper', '¼ teaspoon paprika', '¼ teaspoon poultry seasoning', '1 pinch dried thyme']","Place the turkey carcass into a large soup pot or stock pot and pour in the water; bring to a boil, reduce heat to a simmer, and cook the turkey frame until the remaining meat falls off the bones, about 1 hour. Remove the turkey carcass and remove and chop any remaining turkey meat. Chop the meat.
Strain the broth through a fine mesh strainer into a clean soup pot. Add the chopped turkey to the strained broth; bring the to a boil, reduce heat, and stir in the potatoes, carrots, celery, onion, cabbage, tomatoes, barley, Worcestershire sauce, salt, parsley, basil, bay leaf, black pepper, paprika, poultry seasoning, and thyme. Simmer until the vegetables are tender, about 1 more hour. Remove bay leaf before serving.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4589306.jpg,allrecipes.com
Beer Brats,25,10 sausages,"['4 (12 ounce) cans beer', '1 large onion, diced', '10 eaches bratwurst', '2 teaspoons red pepper flakes', '1 teaspoon garlic powder', '1 teaspoon salt', '½ teaspoon ground black pepper']","Preheat an outdoor grill for medium-high heat. When hot, lightly oil grate.
Combine the beer and onions in a large pot; bring to a boil. Submerge the bratwurst in the beer; add the red pepper flakes, garlic powder, salt, and pepper. Reduce heat to medium and cook another 10 to 12 minutes. Remove the bratwurst from the beer mixture; reduce heat to low, and continue cooking the onions.
Cook the bratwurst on the preheated grill, turning once, 5 to 10 minutes. Serve with the beer mixture as a topping or side.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5941169.jpg,allrecipes.com
Sloppy Joes II,40,6 servings,"['1 pound lean ground beef', '¼ cup chopped onion', '¼ cup chopped green bell pepper', '½ teaspoon garlic powder', '1 teaspoon prepared yellow mustard', '¾ cup ketchup', '3 teaspoons brown sugar', 'salt to taste', 'ground black pepper to taste']","In a medium skillet over medium heat, brown the ground beef, onion, and green pepper; drain off liquids.
Stir in the garlic powder, mustard, ketchup, and brown sugar; mix thoroughly. Reduce heat, and simmer for 30 minutes. Season with salt and pepper.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F747244.jpg,allrecipes.com
Basic Chicken Salad,10,2 servings,"['½ cup mayonnaise', '1 tablespoon lemon juice', '¼ teaspoon ground black pepper', '2 cups chopped, cooked chicken meat', '½ cup blanched slivered almonds', '1 stalk celery, chopped']","Place almonds in a frying pan. Toast over medium-high heat, shaking frequently. Watch carefully, as they burn easily.
In a medium bowl, mix together mayonnaise, lemon juice, and pepper. Toss with chicken, almonds, and celery.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1105316.jpg,allrecipes.com
Simple Tuna Melts,15,4 servings,"['1 (5 ounce) can tuna, drained', '½ small onion, minced', 'pepper to taste', '12 slices pickled jalapeno', '2 eaches English muffins, split', '4 slices Cheddar cheese']","Preheat oven to 350 degrees F (175 degrees C).
In a small bowl, combine tuna, minced onion, and black pepper. Divide mixture onto 4 halves of English Muffins. Arrange 3 slices jalapenos on each muffin half. Top each with a slice of Cheddar cheese. Place on baking sheet.
Bake in oven for 10 minutes, or until cheese begins to bubble.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F15649.jpg,allrecipes.com
Authentic German Potato Salad,50,4 servings,"['3 cups diced peeled potatoes', '4 slices bacon', '1 small onion, diced', '¼ cup white vinegar', '2 tablespoons water', '3 tablespoons white sugar', '1 teaspoon salt', '⅛ teaspoon ground black pepper', '1 tablespoon chopped fresh parsley']","Place the potatoes into a pot, and fill with enough water to cover. Bring to a boil, and cook for about 10 minutes, or until easily pierced with a fork. Drain, and set aside to cool.
Place the bacon in a large deep skillet over medium-high heat. Fry until browned and crisp, turning as needed. Remove from the pan and set aside.
Add onion to the bacon grease, and cook over medium heat until browned. Add the vinegar, water, sugar, salt and pepper to the pan. Bring to a boil, then add the potatoes and parsley. Crumble in half of the bacon. Heat through, then transfer to a serving dish. Crumble the remaining bacon over the top, and serve warm.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F586962.jpg,allrecipes.com
Best Cream Of Broccoli Soup,35,6 servings,"['5 tablespoons butter, divided', '1 onion, chopped', '1 stalk celery, chopped', '3 cups chicken broth', '8 cups broccoli florets', '3 tablespoons all-purpose flour', '2 cups milk', 'ground black pepper to taste']","Melt 2 tablespoons butter in medium sized stock pot, and saute onion and celery until tender. Add broccoli and broth, cover and simmer for 10 minutes.
Pour the soup into a blender, filling the pitcher no more than halfway full. Hold down the lid of the blender with a folded kitchen towel, and carefully start the blender, using a few quick pulses to get the soup moving before leaving it on to puree. Puree in batches until smooth and pour into a clean pot. Alternately, you can use a stick blender and puree the soup right in the cooking pot.
In small saucepan, over medium-heat melt 3 tablespoons butter, stir in flour and add milk. Stir until thick and bubbly, and add to soup. Season with pepper and serve.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4223268.jpg,allrecipes.com
Easy Tamale Casserole,55,6 servings,"['1 pound ground beef', '½ teaspoon salt', '½ teaspoon ground black pepper', '1 small onion, chopped', '2 (15 ounce) cans pinto beans, rinsed and drained', '2 (15 ounce) cans crushed tomatoes', '1 (15 ounce) can cream-style corn', '1 (6 ounce) box cornbread mix', '1 egg, lightly beaten', '1 cup shredded Cheddar cheese']","Preheat oven to 400 degrees F (200 degrees C).
Heat a cast-iron skillet over medium-high heat. Cook and stir beef in the hot skillet until browned and crumbly, 5 to 7 minutes; drain and discard grease. Season beef with salt and pepper.
Stir onion into the ground beef; cook and stir for 1 minute and immediately remove skillet from heat.
Stir pinto beans and crushed tomatoes into the beef mixture.
Beat cream-style corn, cornbread mix, and egg together in a bowl until smooth; spread over the top of the ground beef mixture in the skillet. Sprinkle Cheddar cheese over the corn mixture.
Bake in preheated oven until the cheese is melted and the cornbread is set in the middle, about 25 minutes.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1929986.jpg,allrecipes.com
"Marinated Cucumber, Onion, and Tomato Salad",135,6 servings,"['1 cup water', '½ cup distilled white vinegar', '¼ cup vegetable oil', '¼ cup sugar', '2 teaspoons salt', '1 tablespoon fresh, coarsely ground black pepper', '3 medium (blank)s cucumbers, peeled and sliced 1/4-inch thick', '3 eaches tomatoes, cut into wedges', '1 onion, sliced and separated into rings']","Whisk water, vinegar, oil, sugar, salt, and pepper together in a large bowl until smooth; add cucumbers, tomatoes, and onion and stir to coat.
Cover bowl with plastic wrap; refrigerate at least 2 hours.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1143759.jpg,allrecipes.com
Super-Delicious Zuppa Toscana,85,6 servings,"['1 pound bulk mild Italian sausage', '1 ¼ teaspoons crushed red pepper flakes', '4 slices bacon, cut into 1/2 inch pieces', '1 large onion, diced', '1 tablespoon minced garlic', '5 (13.75 ounce) cans chicken broth', '6 medium (2-1/4"" to 3"" dia, raw)s potatoes, thinly sliced', '1 cup heavy cream', '¼ bunch fresh spinach, tough stems removed']","Cook the Italian sausage and red pepper flakes in a Dutch oven over medium-high heat until crumbly, browned, and no longer pink, 10 to 15 minutes. Drain and set aside.
Cook the bacon in the same Dutch oven over medium heat until crisp, about 10 minutes. Drain, leaving a few tablespoons of drippings with the bacon in the bottom of the Dutch oven. Stir in the onions and garlic; cook until onions are soft and translucent, about 5 minutes.
Pour the chicken broth into the Dutch oven with the bacon and onion mixture; bring to a boil over high heat. Add the potatoes, and boil until fork tender, about 20 minutes. Reduce the heat to medium and stir in the heavy cream and the cooked sausage; heat through. Mix the spinach into the soup just before serving.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fcf-images.us-east-1.prod.boltdns.net%2Fv1%2Fstatic%2F1033249144001%2F23d2c233-8761-4375-8415-64043b233bf0%2Faa86db20-a368-4caf-b263-38e5c3a374d0%2F1280x720%2Fmatch%2Fimage.jpg,allrecipes.com
Grilled Cheese Sandwich,20,2 servings,"['4 slices white bread', '3 tablespoons butter, divided', '2 slices Cheddar cheese']","Preheat skillet over medium heat. Generously butter one side of a slice of bread. Place bread butter-side-down onto skillet bottom and add 1 slice of cheese. Butter a second slice of bread on one side and place butter-side-up on top of sandwich. Grill until lightly browned and flip over; continue grilling until cheese is melted. Repeat with remaining 2 slices of bread, butter and slice of cheese.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2206436.jpg,allrecipes.com
